Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008
"06037701602","14000US06037701602","Census Tract 7016.02","Census Tract 7016.02, Los Angeles County, California","ca","140","00","ACSSF","0005998",,,,,"06","037",,,,"701602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3987,2822,260,0,472,0,110,323,70.78,6.52,0,11.84,0,2.76,8.1
"06037701701","14000US06037701701","Census Tract 7017.01","Census Tract 7017.01, Los Angeles County, California","ca","140","00","ACSSF","0005999",,,,,"06","037",,,,"701701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3305,2348,241,23,328,3,130,232,71.04,7.29,0.7,9.92,0.09,3.93,7.02
"06037701702","14000US06037701702","Census Tract 7017.02","Census Tract 7017.02, Los Angeles County, California","ca","140","00","ACSSF","0006000",,,,,"06","037",,,,"701702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3437,2418,262,42,421,14,130,150,70.35,7.62,1.22,12.25,0.41,3.78,4.36
"06037701801","14000US06037701801","Census Tract 7018.01","Census Tract 7018.01, Los Angeles County, California","ca","140","00","ACSSF","0006001",,,,,"06","037",,,,"701801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7001,4089,553,22,1477,17,541,302,58.41,7.9,0.31,21.1,0.24,7.73,4.31
"06037701802","14000US06037701802","Census Tract 7018.02","Census Tract 7018.02, Los Angeles County, California","ca","140","00","ACSSF","0006002",,,,,"06","037",,,,"701802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4645,2986,426,44,356,0,550,283,64.28,9.17,0.95,7.66,0,11.84,6.09
"06037701902","14000US06037701902","Census Tract 7019.02","Census Tract 7019.02, Los Angeles County, California","ca","140","00","ACSSF","0006003",,,,,"06","037",,,,"701902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4659,3342,614,0,289,0,74,340,71.73,13.18,0,6.2,0,1.59,7.3
"06037702002","14000US06037702002","Census Tract 7020.02","Census Tract 7020.02, Los Angeles County, California","ca","140","00","ACSSF","0006004",,,,,"06","037",,,,"702002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6443,5130,441,16,315,0,238,303,79.62,6.84,0.25,4.89,0,3.69,4.7
"06037702102","14000US06037702102","Census Tract 7021.02","Census Tract 7021.02, Los Angeles County, California","ca","140","00","ACSSF","0006005",,,,,"06","037",,,,"702102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6065,4996,169,45,355,0,79,421,82.37,2.79,0.74,5.85,0,1.3,6.94
"06037702201","14000US06037702201","Census Tract 7022.01","Census Tract 7022.01, Los Angeles County, California","ca","140","00","ACSSF","0006006",,,,,"06","037",,,,"702201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110,3077,127,40,403,28,157,278,74.87,3.09,0.97,9.81,0.68,3.82,6.76
"06037702202","14000US06037702202","Census Tract 7022.02","Census Tract 7022.02, Los Angeles County, California","ca","140","00","ACSSF","0006007",,,,,"06","037",,,,"702202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3969,3153,79,21,307,0,123,286,79.44,1.99,0.53,7.73,0,3.1,7.21
